source_search_url,source_search_number,source_search_name,link,rank,title,make_model,description,year,mileage_km,fuel,transmission,location,seller_name,seller_type,warranty_months,services,price_nok,normalized_price,normalized_year,normalized_mileage,value_score
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.813,1,Toyota_til_salgs___FINN_51_treff,https://www.finn.no/mobility/item/468571469,1,"Toyota Urban Cruiser | EXECUTIVE, PINE GREEN, DELSKINN, SJEKK KM.STAND!",Toyota Urban Cruiser,"EXECUTIVE, PINE GREEN, DELSKINN, SJEKK KM.STAND!",2026,141.0,,,409 900,kr,,,,409900.0,0.6619996103054331,1.0,0.0,0.7352001558778267
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.813,1,Toyota_til_salgs___FINN_51_treff,https://www.finn.no/mobility/item/454903884,2,Toyota Corolla | Toyota Corolla Touring Sports Hybrid – Active Tech,Toyota Corolla,Toyota Corolla Touring Sports Hybrid – Active Tech,2022,22034.0,Hybrid bensin,Automat,299 000,kr,,,,299000.0,0.441504061969389,0.75,0.094058661534033,0.7326560838293119
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.813,1,Toyota_til_salgs___FINN_51_treff,https://www.finn.no/mobility/item/469330385,3,"Toyota Corolla | GR SPORT, SPESIELL FARGE,FULL HISTORIKK,VELHOLDT!",Toyota Corolla,"GR SPORT, SPESIELL FARGE,FULL HISTORIKK,VELHOLDT!",2023,27821.0,Hybrid bensin,Automat,319 900,kr,,,,319900.0,0.4830582275259564,0.8125,0.1189212876838274,0.7203366196697629
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.813,1,Toyota_til_salgs___FINN_51_treff,https://www.finn.no/mobility/item/467071129,4,"Toyota Yaris | Active Tech Varme i ratt, Adaptive Cruise, Automat",Toyota Yaris,"Active Tech Varme i ratt, Adaptive Cruise, Automat",2020,67116.0,Hybrid bensin,Automat,199 000,kr,,,,199000.0,0.2426803033255261,0.625,0.2877439755283362,0.7110851679690218
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.813,1,Toyota_til_salgs___FINN_51_treff,https://www.finn.no/mobility/item/468675869,5,Toyota Yaris | 1.5 BENSIN 135 HK HYBRID | Navi | CC | DAB+ | R.Kam |,Toyota Yaris,1.5 BENSIN 135 HK HYBRID | Navi | CC | DAB+ | R.Kam |,2017,67800.0,Hybrid bensin,Automat,148 236,kr,,,,148236.0,0.1417494104875556,0.4375,0.2906826374060723,0.7090908335906703
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.813,1,Toyota_til_salgs___FINN_51_treff,https://www.finn.no/mobility/item/465171597,6,"Toyota bZ4X | ACTIVE, INNTIL 511 KM, RENTEKAMPANJE, SERVICEAVTALE",Toyota bZ4X,"ACTIVE, INNTIL 511 KM, RENTEKAMPANJE, SERVICEAVTALE",2023,30775.0,,,329 900,kr,,,,329900.0,0.5029406033903427,0.8125,0.1316125262610683,0.7075609986646569
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.813,1,Toyota_til_salgs___FINN_51_treff,https://www.finn.no/mobility/item/467538092,7,"Toyota Yaris | 1,5 Active Tech / Relax / ACC / R.kamera",Toyota Yaris,"1,5 Active Tech / Relax / ACC / R.kamera",2022,79900.0,Hybrid bensin,Automat,224 900,kr,,,,224900.0,0.2941756568142867,0.75,0.3426677378747975,0.6971159968818623
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.813,1,Toyota_til_salgs___FINN_51_treff,https://www.finn.no/mobility/item/468045071,8,"Toyota Yaris Cross | ACTIVE, AWD, PRIVAT KJØRT, HENGERFESTE",Toyota Yaris Cross,"ACTIVE, AWD, PRIVAT KJØRT, HENGERFESTE",2023,38326.0,Hybrid bensin,Automat,329 900,kr,,,,329900.0,0.5029406033903427,0.8125,0.1640538067271297,0.6952333120875536
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.813,1,Toyota_til_salgs___FINN_51_treff,https://www.finn.no/mobility/item/468772683,9,"Toyota bZ4X | EXECUTIVE BI-TONE, LYST INTERIØR, SJEKK KM.STAND!",Toyota bZ4X,"EXECUTIVE BI-TONE, LYST INTERIØR, SJEKK KM.STAND!",2023,19463.0,,,368 900,kr,,,,368900.0,0.5804818692614493,0.8125,0.0830129017567526,0.6950123496278542
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.813,1,Toyota_til_salgs___FINN_51_treff,https://www.finn.no/mobility/item/468772567,10,"Toyota bZ4X | EXECUTIVE, TILHENGERFESTE, SJEKK KM.STAND!",Toyota bZ4X,"EXECUTIVE, TILHENGERFESTE, SJEKK KM.STAND!",2023,24301.0,,,368 000,kr,,,,368000.0,0.5786924554336546,0.8125,0.1037983493656528,0.68782964506759
