source_search_url,source_search_number,source_search_name,link,rank,title,make_model,description,year,mileage_km,fuel,transmission,location,seller_name,seller_type,warranty_months,services,price_nok,normalized_price,normalized_year,normalized_mileage,value_score
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.777&variant=0.772,2,Bruktbiler_og_nye_biler_til_salgs___2_800_biler___FINN_23_treff,https://www.finn.no/mobility/item/467267806,1,Hyundai Kona | LR Premum 506 km | Ubrukt NY BIL | V.hjul,Hyundai Kona,LR Premum 506 km | Ubrukt NY BIL | V.hjul,2026,20.0,,,449 000,kr,,,,449000.0,0.478573917082801,1.0,0.0,0.8085704331668796
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.777&variant=0.772,2,Bruktbiler_og_nye_biler_til_salgs___2_800_biler___FINN_23_treff,https://www.finn.no/mobility/item/468792391,2,Hyundai Kona | LR Premium | Toppmodell | 506 km | Krok | Skinn | App,Hyundai Kona,LR Premium | Toppmodell | 506 km | Krok | Skinn | App,2024,12545.0,,,369 000,kr,,,,369000.0,0.3856694925095807,0.875,0.0504674026915948,0.7990545899733617
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.777&variant=0.772,2,Bruktbiler_og_nye_biler_til_salgs___2_800_biler___FINN_23_treff,https://www.finn.no/mobility/item/459092796,3,Kia EV4 | Exclusive Plus / DIGITAL KEY / EL: BAKLUKE / MATRIX,Kia EV4,Exclusive Plus / DIGITAL KEY / EL: BAKLUKE / MATRIX,2026,7000.0,,,475 000,kr,,,,475000.0,0.5087678550690977,1.0,0.0281247481666532,0.7858054536690326
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.777&variant=0.772,2,Bruktbiler_og_nye_biler_til_salgs___2_800_biler___FINN_23_treff,https://www.finn.no/mobility/item/469964030,4,Kia e-Soul | 64 kWt Classic,Kia e-Soul,64 kWt Classic,2021,56256.0,,,190 000,kr,,,,190000.0,0.1777958425270003,0.6875,0.2265936014183254,0.7740260944502362
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.777&variant=0.772,2,Bruktbiler_og_nye_biler_til_salgs___2_800_biler___FINN_23_treff,https://www.finn.no/mobility/item/465264239,5,Kia EV6 | Exclusive Plus AWD / 800V / INTELLIGENTE LYS / MINNE,Kia EV6,Exclusive Plus AWD / 800V / INTELLIGENTE LYS / MINNE,2026,11500.0,,,525 000,kr,,,,525000.0,0.5668331204273603,1.0,0.0462567491336932,0.7556891871582525
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.777&variant=0.772,2,Bruktbiler_og_nye_biler_til_salgs___2_800_biler___FINN_23_treff,https://www.finn.no/mobility/item/469082506,6,"Kia Rio | SJEKK KM.STAND,VELHOLDT, NY SERVICE FØR OVERLEVERING!",Kia Rio,"SJEKK KM.STAND,VELHOLDT, NY SERVICE FØR OVERLEVERING!",2016,52000.0,Bensin,Manuell,99 900,kr,,,,99900.0,0.0731622343514109,0.375,0.2094447578370537,0.7536460982813552
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.777&variant=0.772,2,Bruktbiler_og_nye_biler_til_salgs___2_800_biler___FINN_23_treff,https://www.finn.no/mobility/item/465941297,7,"Kia EV6 | ""Exclusive Plus"" AWD /230V UTTAK/EL.RATT/360 KAMERA",Kia EV6,"""Exclusive Plus"" AWD /230V UTTAK/EL.RATT/360 KAMERA",2025,10807.0,,,525 000,kr,,,,525000.0,0.5668331204273603,0.9375,0.0434644209847691,0.7430002718548436
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.777&variant=0.772,2,Bruktbiler_og_nye_biler_til_salgs___2_800_biler___FINN_23_treff,https://www.finn.no/mobility/item/468085740,8,Hyundai Ioniq 5 | LR AWD Premium/Krok/Service inkl/360/App/Skinn,Hyundai Ioniq 5,LR AWD Premium/Krok/Service inkl/360/App/Skinn,2022,41310.0,,,364 900,kr,,,,364900.0,0.3809081407502032,0.75,0.166371182206463,0.7294156944614627
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.777&variant=0.772,2,Bruktbiler_og_nye_biler_til_salgs___2_800_biler___FINN_23_treff,https://www.finn.no/mobility/item/465699355,9,"Kia EV6 | ""Exclusive Plus"" AWD /230V UTTAK/EL.RATT/360 KAMERA",Kia EV6,"""Exclusive Plus"" AWD /230V UTTAK/EL.RATT/360 KAMERA",2025,22631.0,,,519 000,kr,,,,519000.0,0.5598652885843688,0.9375,0.0911072608590539,0.727683125439812
https://www.finn.no/mobility/search/car?geoLocationName=2615&lat=61.121797&lon=10.459094&radius=3000&registration_class=1&sales_form=1&variant=0.777&variant=0.772,2,Bruktbiler_og_nye_biler_til_salgs___2_800_biler___FINN_23_treff,https://www.finn.no/mobility/item/468049685,10,Hyundai Ioniq 6 | LR AWD N-Line/2026/570 km/Facelift/Demobil,Hyundai Ioniq 6,LR AWD N-Line/2026/570 km/Facelift/Demobil,2026,9309.0,,,595 000,kr,,,,595000.0,0.6481244919289281,1.0,0.0374284793295189,0.7265273810832116
https://www.finn.no/mobility/search/car?sales_form=1&variant=0.813,3,Toyota_til_salgs___FINN_7394_treff,https://www.finn.no/mobility/item/468694592,1,Toyota Proace City | Electric 50 kWt Comfort,Toyota Proace City,Electric 50 kWt Comfort,2022,17000.0,,,199 999,kr,,,,199999.0,0.098262620034276,0.9344262295081968,0.0318840362180437,0.9341527887152364
https://www.finn.no/mobility/search/car?sales_form=1&variant=0.813,3,Toyota_til_salgs___FINN_7394_treff,https://www.finn.no/mobility/item/469441717,2,Toyota Aygo | 1.0i 72hk /Cruisekontroll/ Ryggekamera/ DAB+ /Bluetooth,Toyota Aygo,1.0i 72hk /Cruisekontroll/ Ryggekamera/ DAB+ /Bluetooth,2019,17550.0,Bensin,Manuell,149 900,kr,,,,149900.0,0.0730245665365949,0.8852459016393442,0.0329159427685865,0.9330362134939548
https://www.finn.no/mobility/search/car?sales_form=1&variant=0.813,3,Toyota_til_salgs___FINN_7394_treff,https://www.finn.no/mobility/item/469737017,3,Toyota Proace City | Electric 50 kWt / L1 / Skinnseter / Hengerfeste / R.kam,Toyota Proace City,Electric 50 kWt / L1 / Skinnseter / Hengerfeste / R.kam,2025,8500.0,,,298 000,kr,,,,298000.0,0.1476319583609144,0.9836065573770492,0.015936389527837,0.9312848312580072
https://www.finn.no/mobility/search/car?sales_form=1&variant=0.813,3,Toyota_til_salgs___FINN_7394_treff,https://www.finn.no/mobility/item/469682392,4,"Toyota Yaris | 1,5 Hybrid Active",Toyota Yaris,"1,5 Hybrid Active",2022,4446.0,Hybrid bensin,Automat,259 000,kr,,,,259000.0,0.1279851772593042,0.9344262295081968,0.0083303001534726,0.931214185529762
https://www.finn.no/mobility/search/car?sales_form=1&variant=0.813,3,Toyota_til_salgs___FINN_7394_treff,https://www.finn.no/mobility/item/468699333,5,Toyota Proace City | Electric L2 | Comfort Plus | Lav km,Toyota Proace City,Electric L2 | Comfort Plus | Lav km,2023,7700.0,,,269 000,kr,,,,269000.0,0.1330228134392043,0.9508196721311476,0.0144354345452294,0.9304857373659836
https://www.finn.no/mobility/search/car?sales_form=1&variant=0.813,3,Toyota_til_salgs___FINN_7394_treff,https://www.finn.no/mobility/item/468776980,6,Toyota Proace City,Toyota Proace City,,2021,34700.0,Diesel,Manuell,139 000,kr,,,,139000.0,0.0675335431005038,0.918032786885246,0.0650926652082387,0.9302185830954218
https://www.finn.no/mobility/search/car?sales_form=1&variant=0.813,3,Toyota_til_salgs___FINN_7394_treff,https://www.finn.no/mobility/item/468700609,7,Toyota Proace City | Electric 50 kWt Comfort L2/Kamera/Park.sensor/270 WLTP,Toyota Proace City,Electric 50 kWt Comfort L2/Kamera/Park.sensor/270 WLTP,2022,17290.0,,,218 900,kr,,,,218900.0,0.1077842561779051,0.9344262295081968,0.032428132399239,0.9301373777089303
https://www.finn.no/mobility/search/car?sales_form=1&variant=0.813,3,Toyota_til_salgs___FINN_7394_treff,https://www.finn.no/mobility/item/469346620,8,Toyota Aygo X | 1.0 Life - Ryggekamera,Toyota Aygo X,1.0 Life - Ryggekamera,2022,21200.0,Bensin,Automat,209 900,kr,,,,209900.0,0.1032503836159951,0.9344262295081968,0.039764049876734,0.9291632780922464
https://www.finn.no/mobility/search/car?sales_form=1&variant=0.813,3,Toyota_til_salgs___FINN_7394_treff,https://www.finn.no/mobility/item/468604007,9,Toyota Proace City | El 50 kWt L1 Carplay Cruise S+V Kr. 287.680 Netto,Toyota Proace City,El 50 kWt L1 Carplay Cruise S+V Kr. 287.680 Netto,2026,100.0,,,359 000,kr,,,,359000.0,0.1783615390583046,1.0,0.0001763622104564,0.9285883667367048
https://www.finn.no/mobility/search/car?sales_form=1&variant=0.813,3,Toyota_til_salgs___FINN_7394_treff,https://www.finn.no/mobility/item/469459950,10,Toyota Yaris | Nybilgaranti | Kun 19.759 km | NY STOR SERVICE,Toyota Yaris,Nybilgaranti | Kun 19.759 km | NY STOR SERVICE,2022,19759.0,Hybrid bensin,Automat,219 000,kr,,,,219000.0,0.1078346325397041,0.9344262295081968,0.0370604547143119,0.928356944684483
